,Link,Name,Price,Rating,# of Ratings
53,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A02595503Y95SIIQTL98&url=%2FWireless-Essential-Aromatherapy-Ultrasonic-Humidifier%2Fdp%2FB08FMX79CW%2Fref%3Dsr_1_57_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548112%26sr%3D8-57-spons%26psc%3D1&qualifier=1614548111&id=294824532174403&widgetName=sp_btf,Smart Wifi Wireless Essential Oil Aromatherapy 500ml Ultrasonic Diffuser & Humidifier With Alexa & Google Home Phone App & Voice Control - Create Schedules - LED & Timer Settings- White,34.99,4.5 out of 5 stars,60
54,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A06405261WZI01JTW5JG8&url=%2FAqara-WSDCGQ11LM-Temperature-Humidity-Sensor%2Fdp%2FB07D37FKGY%2Fref%3Dsr_1_58_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548112%26sr%3D8-58-spons%26psc%3D1&qualifier=1614548111&id=294824532174403&widgetName=sp_btf,"Aqara Temperature and Humidity Sensor, REQUIRES AQARA HUB, Zigbee Connection, for Remote Monitoring and Smart Home Automation, Wireless Thermometer Hygrometer, Compatible with Apple HomeKit, Alexa",18.99,4.3 out of 5 stars,400
55,https://www.amazon.com/Wi-Fi-Light-Switch-2-Pack-Bundle/dp/B07NPZVYR1/ref=sr_1_59?dchild=1&keywords=homekit+light&qid=1614548112&sr=8-59,"Wemo WLS0403-BDL Wi-Fi Light Switch 3-Way 2-Pack Bundle - Control Lighting from Anywhere, Easy In-Wall Installation, Works with Alexa, Google Assistant and Apple HomeKit",79.99,4.5 out of 5 stars,1421
56,https://www.amazon.com/LIFX-Candle-White-Warm-Wi-Fi/dp/B089Y63D38/ref=sr_1_60?dchild=1&keywords=homekit+light&qid=1614548112&sr=8-60,"LIFX Candle White to Warm E12, 480 lumens, Wi-Fi Double-Diffuser Smart LED Light Bulb, Tunable White, Dimmable, No Bridge Required, Compatible with Alexa, Hey Google, Apple HomeKit.",29.99,4.4 out of 5 stars,37
57,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A05490873CWJ7DEXQTYAD&url=%2FRoborock-S6-Adaptive-Selective-Cleaning%2Fdp%2FB07RLRWWPJ%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548114%26sr%3D8-49-spons%26psc%3D1%26smid%3DA2NZXCP1D8DIIH&qualifier=1614548114&id=3702276656010361&widgetName=sp_atf_next,"Roborock S6 Robot Vacuum, Robotic Vacuum Cleaner and Mop with Adaptive Routing, Multi-floor Mapping, Selective Room Cleaning, Super Strong Suction, and Extra Long Battery Life, Works with Alexa(black)",599.99,4.5 out of 5 stars,2306
58,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A02949772SNANKXJORBU0&url=%2FAdapter-Adjustable-Control-Basement-Storage%2Fdp%2FB07GWRVMSJ%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548114%26sr%3D8-50-spons%26psc%3D1&qualifier=1614548114&id=3702276656010361&widgetName=sp_atf_next,"Motion Sensor Light Socket, PIR Motion E26 Screw Bulb Adapter, Adjustable Auto On/Off Night Light Control, Garage Light, for Basement, Pantry Room, Storage Room, garage light",10.88,4.1 out of 5 stars,2555
59,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0415852D0LWVTCVSCXC&url=%2FSAUDIO-Changing-Compatible-Assistant-Multicolor%2Fdp%2FB082WT4CPW%2Fref%3Dsr_1_51_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548114%26sr%3D8-51-spons%26psc%3D1%26smid%3DA2N09NRV1UEMCZ&qualifier=1614548114&id=3702276656010361&widgetName=sp_atf_next,"Smart Light Bulbs, SAUDIO Alexa Smart LED Bulbs, RGB Color Changing Smart Bulbs, Compatible with Alexa, Echo, Google Home & Siri, 2.4GHz WiFi Only, No Hub Required, 7W A19 E26 Multicolor 2-Pack",19.99,4.4 out of 5 stars,8255
60,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A03935931IMCR4O89ZU5G&url=%2FHueLiv-Wireless-Control-Bedroom-Kitchen%2Fdp%2FB089Y3811W%2Fref%3Dsr_1_52_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548114%26sr%3D8-52-spons%26psc%3D1&qualifier=1614548114&id=3702276656010361&widgetName=sp_atf_next,"HueLiv 32.8ft LED Strip Lights Color Changing Strip Lights RGB 5050 LED Wireless Smart Wi-Fi App Control Compatible with Alexa Google Home, Music Sync for Home, Bedroom, TV, Kitchen and Party",19.99,4.4 out of 5 stars,176
61,https://www.amazon.com/LIFX-L3A19MW06E26-Mini-White-Light/dp/B07FKJ4LDX/ref=sr_1_53?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-53,"LIFX L3A19MW06E26 Mini White Smart Light Bulb, 1 Pack",19.99,4.4 out of 5 stars,6519
62,https://www.amazon.com/Dimmable-Outdoor-Sockets-Control-Waterproof/dp/B08TKR3TYD/ref=sr_1_54?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-54,"Dimmable Outdoor Smart Plug, 2 Sockets Smart Dimmer Plug Works with Alexa and Google Home, WiFi Outlet Remote Control via Smart Life App, Max 500W, IP55 Waterproof for Smart String Lights, Table Lamp",27.99,4.1 out of 5 stars,5
63,https://www.amazon.com/Phillips-1743530V7-Discover-Hue-Waca/dp/B07NDGD11D/ref=sr_1_55?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-55,"Philips Hue Discover Outdoor White & Color Ambiance Smart Floodlight (Hue Hub Required, Smart Light Works with Alexa, Apple Homekit and Google Assistant)",133.53,4.6 out of 5 stars,374
64,https://www.amazon.com/Philips-Motion-Sensor-Installation-Free-Exclusively/dp/B076MGK22M/ref=sr_1_56?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-56,"Philips Hue Indoor Motion Sensor for Smart Lights (Requires Hue Hub, Installation-Free, Smart Home, Exclusively for Philips Hue Smart Bulbs)",39.95,4.7 out of 5 stars,2095
65,https://www.amazon.com/meross-Compatible-Assistant-SmartThings-Schedules/dp/B088YQ8CFY/ref=sr_1_58?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-58,"meross Smart Light Switch Single Pole Compatible with Alexa, Google Assistant & SmartThings, 2.4Ghz WiFi Light Switch, Neutral Wire Required, Voice Remote Control, Schedules, No Hub Needed, 2 Pack",21.59,4.7 out of 5 stars,279
66,https://www.amazon.com/Lutron-Control-HomeKit-Assistant-P-PKG1WS-WH/dp/B08FRN8FK5/ref=sr_1_59?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-59,"Lutron Caseta Smart Switch Kit with Remote | 3-Way (2 Points of Control) | Compatible with Alexa, Apple HomeKit, and the Google Assistant | P-PKG1WS-WH | White",59.95,4.8 out of 5 stars,712
67,https://www.amazon.com/Lutron-Wireless-Lighting-P-PKG1P-WH-Assistant/dp/B00JJY1QG0/ref=sr_1_60?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-60,"Lutron Caseta Smart Home Plug-in Lamp Dimmer Switch and Pico Remote Kit, Works with Alexa, Apple HomeKit, and The Google Assistant | P-PKG1P-WH | White",49.95,4.8 out of 5 stars,1358
68,https://www.amazon.com/Google-Million-Colors-Required-Support/dp/B086ZDXM5H/ref=sr_1_61?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-61,"BR30 Smart Light Bulbs That Work with Alexa/Google Home/Smart Life/TuyaSmart, 2.4 GHz Wi-Fi, 13W Floodlight LED Color Changing Light Bulbs, E26 Base, 1200LM, RGBCW Colors, No Hub Required, 4 Pack",52.99,4.2 out of 5 stars,99
69,https://www.amazon.com/Philips-Hue-Equivalent-Dimmable-Assistant/dp/B073SSNNNH/ref=sr_1_62?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-62,"Philips Hue White A19 2-Pack 60W Equivalent Dimmable LED Smart Bulbs (Hue Hub Required, Works with Alexa, HomeKit & Google Assistant)",27.99,4.6 out of 5 stars,10028
70,https://www.amazon.com/Apple-HomeKit-Smart-Plug-WiFi/dp/B085XXL1GT/ref=sr_1_63?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-63,"Smart Plug WiFi Outlet Work with Apple HomeKit, Siri, Alexa, Google Home, Refoss Smart Socket with Timer Function, Remote Control, No Hub Required, 16 A, 2 Pack",23.99,4.3 out of 5 stars,1019
71,https://www.amazon.com/Sunco-Lighting-Candelabra-Compatible-Assistant/dp/B07NVY25SX/ref=sr_1_65?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-65,"Sunco Lighting 4 Pack WiFi LED Smart Bulb, B11 Candelabra, 4.5W, E12 Base, Color Changing (RGB & CCT), Dimmable, Compatible with Amazon Alexa & Google Assistant - No Hub Required",39.99,4.1 out of 5 stars,462
72,https://www.amazon.com/Lutron-Caseta-Wireless-Bridge-L-BDG2-WH/dp/B00XPW67ZM/ref=sr_1_67?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-67,"Lutron Caseta Wireless Smart Bridge | Works with Alexa, Apple HomeKit, and the Google Assistant | L-BDG2-WH | White",79.95,4.7 out of 5 stars,1075
73,https://www.amazon.com/Lutron-Wireless-Lighting-PD-6ANS-WH-Assistant/dp/B017LRCG38/ref=sr_1_69?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-69,"Lutron Caseta Smart Home Switch, Works with Alexa, Apple HomeKit, Google Assistant | 6-Amp, for Ceiling Fans, Exhaust Fans, LED Light Bulbs, Incandescent Bulbs and Halogen Bulbs | PD-6ANS-WH | White",59.95,4.8 out of 5 stars,1320
74,https://www.amazon.com/Philips-Ambiance-Outdoor-mounting-Assistant/dp/B07DBGW73T/ref=sr_1_70?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-70,"Philips Hue Lily White & Color Outdoor Spot Light Base kit (Hue Hub required), 3 Spot Lights with power supply + mount, Works with Alexa, HomeKit & Google Assistant",339.99,4.4 out of 5 stars,479
75,https://www.amazon.com/Legrand-Q-HomeKit-Assistant-Required/dp/B07XLNLRBD/ref=sr_1_71?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-71,"Legrand-On-Q Smart LED Light Strip Kit, White and Color, Works with Apple HomeKit, Alexa & Google Assistant, WiFi, No Hub Required, HKT1 (HKT1)",59.99,4.0 out of 5 stars,27
76,https://www.amazon.com/Hunter-59376-Symphony-Fan-Integrated/dp/B076HVR9Q6/ref=sr_1_72?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-72,"Hunter Fan Company 59376 Handfield Wi-Fi Enabled Home Kit Compatible Symphony Ceiling Fan with Light with Integrated Control System, 54"", Nickel",299.0,4.2 out of 5 stars,280
77,https://www.amazon.com/LITSPOT-Million-Controlled-Decoration-Multicolor/dp/B081SWVGTT/ref=sr_1_73?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-73,LITSPOT Smart WiFi Led Strip Lights 16.4FT - Flexible Color Changing 5050 RGB 300LEDs Light Strip Kit with IR Remote and 12V Power Supply for Bedroom Bar Home Kitchen DIY Decoration,23.99,4.1 out of 5 stars,23
78,https://www.amazon.com/Philips-Hue-Ambiance-LightStrip-Assistant/dp/B07GVZY6CQ/ref=sr_1_74?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-74,"Philips Hue White & Color Ambiance Outdoor LightStrip 5m/16ft (Requires Hue Hub, Works with Amazon Alexa Apple HomeKit and Google Assistant)",319.99,4.6 out of 5 stars,580
79,https://www.amazon.com/White-Motion-Sensor-Light-Switch/dp/B07CN63H6S/ref=sr_1_76?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-76,"(Pack of 1) White Motion Sensor Light Switch – Neutral Wire Required – Single Pole Only (Not 3-Way) – for Indoor Use – Vacancy & Occupancy Modes – Title 24, UL Certified – Adjustable Timer",12.49,4.3 out of 5 stars,1479
80,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A09208303KA8IMUTDEIP8&url=%2FVOCOlinc-Multicolor-App-dimmable-Compatible-Assistant%2Fdp%2FB08G8L9M3R%2Fref%3Dsr_1_77_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548114%26sr%3D8-77-spons%26psc%3D1&qualifier=1614548114&id=3702276656010361&widgetName=sp_mtf,VOCOlinc Wi-Fi LED Light Bulb Works with Apple HomeKit Siri A21 9.5W(60W) Smart Multicolor RGBW App-dimmable Compatible with Alexa Google Assistant No Hub Required 2.4GHz SmartGlow (3 Pack),50.99,4.4 out of 5 stars,1262
81,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A06675101V8MF2IYCT5BC&url=%2Fmeross-Supports-Assistant-SmartThings-Dimmable%2Fdp%2FB08FM9CS14%2Fref%3Dsr_1_78_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548114%26sr%3D8-78-spons%26psc%3D1%26smid%3DA23Q57EDICDOV3&qualifier=1614548114&id=3702276656010361&widgetName=sp_mtf,"meross Smart Dimmer Switch Single Pole Supports Apple HomeKit, Alexa Google Assistant & SmartThings, 2.4Ghz WiFi Light Switch for Dimmable LED, Neutral Wire Required, Remote Control Schedule, 2 Pack",45.99,4.5 out of 5 stars,125
82,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A068960321I6FMFP3NN7Y&url=%2FKEEPBLANCE-NightLight-Dimmable-Changing-Charging%2Fdp%2FB08R5PWP78%2Fref%3Dsr_1_79_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548114%26sr%3D8-79-spons%26psc%3D1&qualifier=1614548114&id=3702276656010361&widgetName=sp_mtf,KEEPBLANCE Touch Lamp LED Table Lamp NightLight for Bedroom Living Room Office Bedside Lamps with 3 Level Dimmable Warm White Light 6 Color Changing RGB Sensor Control USB Charging Port,19.99,4.6 out of 5 stars,34
83,https://www.amazon.com/GE-Lighting-22518-C-Reach-Enabling/dp/B074JRKLJJ/ref=sr_1_80?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-80,"C by GE C-Reach Smart Bridge to Enable Voice and Out-of-Home Control with Amazon Alexa, Google Home, and Apple HomeKit, 1-Pack, Creates Smart Bulbs that Work with Alexa and Google Home",39.99,3.4 out of 5 stars,620
84,https://www.amazon.com/Philips-Hue-Equivalent-Compatible-Assistant/dp/B016AEHV24/ref=sr_1_81?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-81,"Philips Hue White A19 60W Equivalent Dimmable LED Smart Bulb Starter Kit (2 A19 60W White Bulbs and 1 Hub Compatible with Amazon Alexa Apple HomeKit and Google Assistant), 2 Pack",69.95,4.6 out of 5 stars,2615
85,https://www.amazon.com/eufy-Security-eufyCam-Wireless-180-Day/dp/B07W1HKYQK/ref=sr_1_82?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-82,"eufy Security, eufyCam 2C 2-Cam Kit, Wireless Home Security System with 180-Day Battery Life, HomeKit Compatibility, 1080p HD, IP67, Night Vision, No Monthly Fee",169.99,4.6 out of 5 stars,5007
86,https://www.amazon.com/Govee-Wireless-Control-Kitchen-Million/dp/B07WHP2V77/ref=sr_1_83?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-83,"Govee Smart LED Strip Lights, 32.8ft WiFi LED Lights Work with Alexa and Google Assistant, Bright 5050 LEDs, 16 Million Colors with App Control and Music Sync for Home, Kitchen, TV, Party",39.99,4.6 out of 5 stars,34595
87,https://www.amazon.com/meross-Compatible-Assistant-Control-Schedules/dp/B07KXNHNCB/ref=sr_1_84?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-84,"meross Smart Light Switch, Single Pole WiFi Wall Switch, Needs Neutral Wire, Compatible with Alexa, Google Assistant and SmartThings, Remote Control, Schedules, No Hub Needed, 2 Pack",24.99,4.6 out of 5 stars,774
88,https://www.amazon.com/Eve-Energy-connected-control-Bluetooth/dp/B01M3PK5WH/ref=sr_1_85?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-85,"Eve Energy - Smart Plug & Power Meter with built-in schedules, switch a connected lamp or device on & off, voice control, no bridge necessary, Bluetooth Low Energy (Apple HomeKit)",39.0,4.4 out of 5 stars,314
89,https://www.amazon.com/Arlo-Floodlight-Wire-Free-6-Month-Activated/dp/B084TTKWHM/ref=sr_1_86?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-86,"Arlo Pro 3 Floodlight Camera | Wire-Free, 2K Video & HDR | Color Night Vision, 2-Way Audio, 6-Month Battery Life, Motion Activated | Direct to WiFi, No Hub Needed | Works with Alexa | FB1001, White",217.9,4.5 out of 5 stars,1931
90,https://www.amazon.com/LIFX-Dimmable-Required-HomeKit-Assistant/dp/B072Y5QNKJ/ref=sr_1_87?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-87,"LIFX Mini White (A19) Wi-Fi Smart LED Light Bulb, Dimmable, Warm White, No Hub Required, Works with Alexa, Apple HomeKit and the Google Assistant",26.99,4.4 out of 5 stars,1874
91,https://www.amazon.com/Philips-Hue-Dimmable-Installation-Assistant/dp/B01N4OMRJ9/ref=sr_1_88?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-88,"Philips Hue Smart Dimmable LED Smart Light Recipe Kit, Installation Free, no Hub Required, (Works with Alexa Apple HomeKit and Google Assistant),466706,White",49.99,4.8 out of 5 stars,334
92,https://www.amazon.com/SYLVANIA-Expansion-Lightstrips-Bluetooth-Lightstrip/dp/B00R1PB326/ref=sr_1_89?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-89,"SYLVANIA SMART+ ZigBee Flex Expansion Lightstrips, Full Color and Tunable White, Works with SmartThings, Wink, and Amazon Echo Plus, Hub Needed for Amazon Alexa and Google Assistant, 1 pack",26.93,4.2 out of 5 stars,1079
93,https://www.amazon.com/meross-Dimmer-Switch-MSS565X/dp/B0872QG9TF/ref=sr_1_90?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-90,"Smart Dimmer Switch and Remote Kit - meross WiFi Wall Light Switches Compatible with Alexa, Google Home and SmartThings, No Hub Required, Single Pole, Neutral Wire Required, for Dimmable LED Bulb",25.99,4.4 out of 5 stars,191
94,https://www.amazon.com/Hunter-Indoor-Ceiling-Fan-control/dp/B07SJ2MP82/ref=sr_1_91?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-91,"Hunter Romulus Indoor Wi-Fi Ceiling Fan with LED Light and Remote Control, 54"", Matte Silver",349.99,3.9 out of 5 stars,24
95,https://www.amazon.com/Leviton-DH15S-1BZ-Decora-Switch-HomeKit/dp/B06XKKRLNP/ref=sr_1_92?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-92,"Leviton DH15S-1BZ 15A Decora Smart with HomeKit Technology Switch, No Hub Required, 1-Pack, White",44.99,3.8 out of 5 stars,629
96,https://www.amazon.com/Night-Light-Sensor-Amber-Yellow/dp/B077X5CTPQ/ref=sr_1_93?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-93,"4 Pack Plug in LED Night Light Lamp with Dusk to Dawn Sensor, Amber Yellow",13.99,4.7 out of 5 stars,1971
97,https://www.amazon.com/LifeSmart-Cololight-Changing-Lighting-Assistant/dp/B088THFMXX/ref=sr_1_94?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-94,"LifeSmart Hexagon Light Works with Apple Homekit, APP Controlled LED Lamp Compatible with Alexa, Google Assistant, Cololight WiFi Smart RGB Panel Lights for Gaming Decoration, 1pc Plus Kit",28.99,4.1 out of 5 stars,90
98,https://www.amazon.com/Philips-Ambiance-Equivalent-Starter-Assistant/dp/B07D1J5QC7/ref=sr_1_95?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-95,"Philips Hue 2-Pack Premium Smart Light Starter Kit, 16 million colors, for most lamps & overhead lights, Works with Alexa, Apple HomeKit and Google Assistant",159.0,4.7 out of 5 stars,1604
99,https://www.amazon.com/Govee-Bluetooth-Segmented-Dreamcolor-Decoration/dp/B08149RHYZ/ref=sr_1_96?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-96,"Govee 32.8ft LED Strip Lights RGBIC App Control, Light Strip with Segmented Color Control Smart Color Picking, Music Sync LED Lights for Bedroom, Kitchen, Christmas Decor",33.99,4.7 out of 5 stars,2215
100,https://www.amazon.com/Feit-Electric-BR30-SW-HK/dp/B07J2LVSLR/ref=sr_1_97?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-97,"Feit Electric BR30/SW/HK 65W Equivalent BR30 Flood Smart, Works with Apple HomeKit and Siri Voice Control, No Hub Required LED Light Bulb, 5.4"" H x 3.8"" D, 2700K Soft White",21.98,4.0 out of 5 stars,186
101,https://www.amazon.com/OHLUX-Required-Equivalent-2700K-6500K-Compatible/dp/B07WNGL45C/ref=sr_1_98?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-98,"OHLUX Smart WiFi Flood Light Bulb E26 Base 900Lumen (100W Equivalent),10W BR30 LED Bulb Works with Alexa, Google Home, Siri, 2700K-6500K Dimmable, Indoor use (No hub Required ) - 2Pack",29.99,4.3 out of 5 stars,3107
102,https://www.amazon.com/Aqara-REQUIRES-Automation-Compatible-Assistant/dp/B081ZQWX1F/ref=sr_1_99?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-99,"Aqara Smart Light Switch (No Neutral, Single Rocker), Requires AQARA HUB, Zigbee Switch, Remote Control and Set Timer for Home Automation, Compatible with Alexa, Apple HomeKit, Google Assistant",39.99,4.3 out of 5 stars,206
103,https://www.amazon.com/Hunter-Indoor-Ceiling-Fan-control/dp/B01CDFZW4S/ref=sr_1_100?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-100,"Hunter Apache Indoor Wi-Fi Ceiling Fan with LED Light and Remote Control, 54"", Noble Bronze",349.99,3.8 out of 5 stars,71
104,https://www.amazon.com/Lutron-Wallplate-Assistant-Incandescent-PDW-6WCL-WH/dp/B07SJJBTYY/ref=sr_1_101?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-101,"Lutron Caseta Smart Home Dimmer Switch with Wallplate, Works with Alexa, Apple HomeKit, and the Google Assistant | for LED Light Bulbs, Incandescent Bulbs and Halogen Bulbs | PDW-6WCL-WH-A | White",63.9,4.8 out of 5 stars,403
105,https://www.amazon.com/Dimmer-Switch-Google-Assistant-HomeKit/dp/B071RFYQFM/ref=sr_1_102?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-102,"WeMo (F7C059) Dimmer Wifi Light Switch, Works with Alexa, the Google Assistant and Apple Homekit",98.88,4.0 out of 5 stars,2105
106,https://www.amazon.com/Sengled-Equivalent-Filament-Dimmable-Required/dp/B08P1QMZWQ/ref=sr_1_103?dchild=1&keywords=homekit+light&qid=1614548114&sr=8-103,"Sengled Edison Smart Bulb, Vintage Light Bulbs, 7.2W, 60 Watt Equivalent LED Smart Filament Light Bulb, 600LM 2000K Dimmable Amber Light, ST19, Hub Required, E26 Base, Amber Glass, 1 Pack",14.99,4.2 out of 5 stars,2061
107,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A030707737NPTLLYB2HRN&url=%2FLights-Million-Control-Kitchen-Bedroom%2Fdp%2FB08VS8FZMB%2Fref%3Dsr_1_104_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548114%26sr%3D8-104-spons%26psc%3D1&qualifier=1614548114&id=3702276656010361&widgetName=sp_btf,"LED Strip Lights 39.3FT, 5050 RGB LED Color Change Light Strips, 44 Key Remote and 20 Colors, 16 Million Colors with App Control and Music Sync for Home, Kitchen, Room, Bedroom, TV, Party (39.3ft)",26.99,4.6 out of 5 stars,145
108,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A01206681VVUGEKDFKY88&url=%2FCeiling-Control-Dimmer-Switch-Included%2Fdp%2FB075766BF8%2Fref%3Dsr_1_105_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548114%26sr%3D8-105-spons%26psc%3D1&qualifier=1614548114&id=3702276656010361&widgetName=sp_btf,Hamilton Hills White 4 Speed Ceiling Fan Wall Control with LED Dimmer Light Switch | Wall Face Plate Included,29.99,4.2 out of 5 stars,262
109,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A010242425ZX4KQPSR5LH&url=%2FEKF-Waterproof-Controller-Flexible-Decoration%2Fdp%2FB08J7NB2M8%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548118%26sr%3D8-97-spons%26psc%3D1&qualifier=1614548118&id=223908212263258&widgetName=sp_atf_next,"EKF LED Strip Lights,32.81ft RGB 600 LED Tape Lights IP65 Epoxy Waterproof 44 Keys Remote Controller Support Clips Flexible Color Changing Indoors and Outdoors Party Decoration 6A/12V Adapter,2x16.4ft",14.99,4.1 out of 5 stars,7
110,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A04387473T08ZS6IKWZVZ&url=%2FSanitizer-Portable-Disinfector-Germicidal-Chargable%2Fdp%2FB08LZP7LVP%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548118%26sr%3D8-98-spons%26psc%3D1&qualifier=1614548118&id=223908212263258&widgetName=sp_atf_next,"UV Light Sanitizer Wand, Portable UVC Disinfector Light Germicidal Lamp Chargable Foldable for Home Room Hotel Travel Car Kills 99% of Germs Bacteria & Viruses",59.99,4.0 out of 5 stars,67
111,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A06348963KTWK6R56ZF5J&url=%2FBinval-Control-Experience-Changing-Decoration%2Fdp%2FB08DXT5G6W%2Fref%3Dsr_1_99_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548118%26sr%3D8-99-spons%26psc%3D1&qualifier=1614548118&id=223908212263258&widgetName=sp_atf_next,"Binval LED Strip Lights 5M/16.4ft with Music Sync Control Experience, Color Changing Led Strip SMD 5050 with Remote for TV Bedroom Bar & Home Decoration",20.99,4.5 out of 5 stars,4
112,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0537060MOKYOOY2BPVT&url=%2FCeiling-Switch-ZE-268S6-Control-Replacement%2Fdp%2FB07S626HLV%2Fref%3Dsr_1_100_sspa%3Fdchild%3D1%26keywords%3Dhomekit%2Blight%26qid%3D1614548118%26sr%3D8-100-spons%26psc%3D1%26smid%3DA3936LH2YWN8GC&qualifier=1614548118&id=223908212263258&widgetName=sp_atf_next,Ceiling Fan Switch Zing Ear Pull Chain Switch ZE-268S6 3 Speed 4 Wire Pull Chain Switch Control Ceiling Fan Replacement Speed Control Switch (Bronze),5.97,4.6 out of 5 stars,1989
